"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","29","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","20","1","0.000000","0","0"
"/Game/materials/basic/doors/m_glass_frame.m_glass_frame","0","15","15","1","27.654594","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","10","1","0.000000","0","0"
"/Game/materials/basic/window_ambient.window_ambient","0","15","15","1","26.177301","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","87","1","0.000000","0","87"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","45","1","0.000000","0","45"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","34","1","0.000000","0","34"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","45","1","0.000000","0","45"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","115","1","0.000000","0","115"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","38","1","0.000000","0","38"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","24","1","0.000000","0","24"
"/Game/materials/basic/chair_metal.chair_metal","0","15","15","1","42.738625","0","0"
"/Game/materials/paintings/m_painting_glass.m_painting_glass","0","31","31","1","87.559853","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","24","1","0.000000","0","0"
"/Game/materials/paintings/m_paint.m_paint","0","15","15","1","34.285412","0","0"
"/Game/materials/basic/m_metal_lamp.m_metal_lamp","0","15","15","1","31.528259","0","0"
"/Game/materials/basic/m_lamp_cable.m_lamp_cable","0","15","15","1","33.252018","0","0"
"/Game/Imported/doors/FirstLevelHouse/House.House","0","15","15","1","28.110378","0","0"
"/Game/materials/house/m_house_base2.m_house_base2","0","15","15","1","27.256111","0","0"
"/Game/materials/house/m_house_base.m_house_base","0","24","24","1","48.668835","0","0"
"/Game/Imported/doors/FirstLevelHouse/Door.Door","0","15","15","1","27.847561","0","0"
"/Game/Imported/doors/FirstLevelHouse/Handle.Handle","0","15","15","1","29.069872","0","0"
"/Game/materials/house/m_house_base1.m_house_base1","0","15","15","1","28.116888","0","0"
"/Game/materials/basic/m_leaves.m_leaves","0","15","15","1","28.528831","0","0"
"/Game/materials/carpets/m_carpet01.m_carpet01","0","15","15","1","35.364017","0","0"
"/Game/Objects/Fire/Fire_m.Fire_m","0","26","26","1","43.628876","0","0"
"/Game/materials/basic/m_candle.m_candle","0","15","15","1","30.274984","0","0"
"/Game/Imported/doors/FirstLevelHouse/Frame.Frame","0","15","15","1","29.471094","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","26","1","0.000000","0","26"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","24","1","0.000000","0","24"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","24","1","0.000000","0","24"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","26","1","0.000000","0","26"
"/Game/materials/basic/m_bed.m_bed","0","24","24","1","48.011852","0","0"
"/Game/materials/basic/metal/Metal.Metal","0","15","15","1","28.399227","0","0"
"/Game/materials/basic/translucent.translucent","0","31","31","1","70.310989","0","0"
"/Game/materials/basic/wood/m_wood_semirealistic01.m_wood_semirealistic01","0","15","15","1","28.021624","0","0"
"/Game/materials/basic/wood/wood_floor2.wood_floor2","0","15","15","1","27.896769","0","0"
"/Game/materials/decals/m_decal_pentacle.m_decal_pentacle","0","34","34","1","73.526848","0","0"
"/Game/materials/m_roof.m_roof","0","24","24","1","47.427269","0","0"
"/Game/materials/m_walls.m_walls","0","24","24","1","46.986439","0","0"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","0","0","48","1","0.000000","0","0"
"/Game/materials/basic/Transparent.Transparent","0","35","35","1","73.857307","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","68","1","0.000000","0","0"
"/Game/materials/house/light.light","0","24","24","1","43.420570","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","8","2","0.000000","0","8"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","0","15","1","0.000000","0","15"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","0","15","1","0.000000","0","15"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","51","1","0.000000","0","51"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","34","1","0.000000","0","34"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","34","1","0.000000","0","68"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","26","1","0.000000","0","26"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","24","1","0.000000","0","24"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","4","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","4","1","0.000000","0","4"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","24","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","24","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","24","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","48","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","24","1","0.000000","0","0"
"/Game/materials/m_particle_skull.m_particle_skull","0","26","26","1","30.842037","0","0"
"/Game/Objects/MuzzleFlash/Muzzle_mat.Muzzle_mat","0","98","104","1","131.858017","0","0"
"/Game/materials/m_orb.m_orb","0","31","31","1","68.157837","0","0"
"/Game/materials/basic/wood/m_wood07.m_wood07","0","15","15","1","25.514624","0","0"
"/Game/materials/basic/doors/m_lock.m_lock","0","15","15","1","32.877838","0","0"
"/Game/materials/basic/doors/m_handle.m_handle","0","15","15","1","25.618605","0","0"
"/Game/materials/basic/wood_floor.wood_floor","0","15","15","1","26.221643","0","0"
"/Game/materials/basic/light_bulb_off.light_bulb_off","0","31","31","1","69.280411","0","0"
"/Game/materials/basic/light_bulb.light_bulb","0","15","15","1","25.435652","0","0"
"/Game/materials/m_cel.m_cel","0","6","6","1","4.923473","0","0"
"/Game/FirstPerson/Meshes/BaseMaterial.BaseMaterial","0","0","48","1","0.000000","0","0"
"/Game/images/Decals/Stains/Stain02/Stain02_Mat.Stain02_Mat","0","15","15","1","30.811066","0","0"
"/Game/images/Decals/Stains/Stain01/Stain01_Mat.Stain01_Mat","0","34","34","1","71.510773","0","0"
"/Game/images/Decals/Blood/blood07/blood07_Mat.blood07_Mat","0","34","34","1","93.177689","0","0"
"/Game/images/Decals/Blood/blood06/blood06_Mat.blood06_Mat","0","34","34","1","74.117561","0","0"
"/Game/images/Decals/Blood/blood03/blood03_Mat.blood03_Mat","0","34","34","1","70.694664","0","0"
"/Game/images/Decals/Blood/blood02/blood02_Mat.blood02_Mat","0","34","34","1","72.235153","0","0"
"/Game/images/Decals/Blood/blood01/blood01_Mat.blood01_Mat","0","34","34","1","72.794067","0","0"
"/Game/images/Decals/Blood/Splat1_Mat.Splat1_Mat","0","34","34","1","75.121094","0","0"
"/Game/images/BulletHole_Mat.BulletHole_Mat","0","15","15","1","28.035017","0","0"
"/Game/Given/StarterContent/Props/Materials/M_Frame.M_Frame","0","48","48","1","82.444229","0","0"
"/Game/FirstPerson/FPWeapon/Materials/M_FPGun.M_FPGun","0","0","104","1","0.000000","0","0"
"/Game/FirstPerson/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","104","1","0.000000","0","0"
"/Game/Elements/Water/M_raindrop_splash.M_raindrop_splash","0","32","32","1","50.777096","0","0"
"/Game/Elements/Water/M_raindrop.M_raindrop","0","32","32","1","45.604401","0","0"
"/Game/Elements/Fire/M_radial_ramp.M_radial_ramp","0","34","34","1","46.077713","0","0"
"/Game/Elements/Fire/M_explosion_subUV.M_explosion_subUV","0","26","26","1","36.374924","0","0"
"/Game/Elements/Fire/M_Burst.M_Burst","0","87","87","1","191.981888","0","0"
"/Game/Elements/Fire/M_Fire.M_Fire","0","26","26","1","39.214199","0","0"
"/Game/Elements/M_Particle_Ribbon.M_Particle_Ribbon","0","18","18","1","21.620827","0","0"
